Microsoftin Lumia 535 -älypuhelimen kosketusnäytöissä ilmennyt herkkyysongelma on ollut kantona Redmondin jätin kaskessa .	NONE
Kollegat antavat firmarajojen yli toisilleen paitsi selkääntaputuksia , myös hyvin suoraa kritiikkiä .	NONE
Hän on kampanjoinut aktiivisesti sekä oikeuslaitoksissa että mediassa kuvien levityksen tukahduttamiseksi .	NONE
Jos Pohjois-Korea palkkasi apua hyökkäykseen , mistä se olisi voinut olla peräisin ?	NONE
– Ja vaikka jokin omituinen sovellus luotaisiin , se ei tarkoita , että se pääsisi jakeluun MyGlass-sovelluskaupassa , Google rauhoittelee .	NONE
Oculus VR - startupin alkutaival on ollut vauhdikas .	NONE
Gemalton salausavainten kaappaaminen paljastui tietovuotaja Edward Snowdenin viemistä tiedostoista , jotka The Intercept julkaisi laajan artikkelin yhteydessä .	Edward Snowdenin
Parkin jalosti keksinnöt käytännön tallennustekniikaksi .	Parkin
Vimpain istuu hyvin käteen .	NONE
Suurin syy näyttää olleen hillitön kasvu .	NONE
Elon Musk : Käärme tulee ja lataa Teslasi	Elon Musk
Mutta lisää Snowdenin mietteitä on luvassa jo tänään illalla , kun hän vastaa illalla tunnin ajan yleisön kysymyk siin .	Snowdenin
Krebsin omien lähteiden mukaan saman ryhmän uskotaan olevan myös useiden amerikkalaisten luotto- ja pankkikorttivarkauksien takana .	Krebsin
Siinä missä moni on varmasti tyytyväinen Eichin eroon , ei lopputulos ole välttämättä sen vähemmän sotkuinen kuin nimityskään .	Eichin
Laseja ei kuitenkaan kuopattu kokonaan , ja Googlen talousjohtaja Patrick Pichette vahvisti tämän yhtiön tulospuhelussa torstaina .	Patrick Pichette
Mistään harvinaisuudesta ei kuitenkaan Heinin mukaan ole enää kyse , sillä hän on bongannut KDE:n olevan käytössä niin monessa eri laitteessa , että se on jo menettänyt osan hohdostaan .	Heinin
– Tavoitteena on lisätä poliisin näkyvyyttä ja tarjota mahdollisuus vuorovaikutukseen , erityisesti sidosryhmien suuntaan , viestintäpäällikkö @MarkoLuotonen sanoo tiedotteessa .	@MarkoLuotonen
Sørensenin rooli oli toimia puhtaasti koekaniinina , sillä hän sai käyttää kyborgikättä vain pari viikkoa , jonka jälkeen häneltä leikattiin elektrodit irti .	Sørensenin
Yhdysvaltalainen Intel on laittanut jäihin merkittävän tehdashankkeen , jota itse presidentti Barack Obama taannoin hehkutti esimerkkinä Yhdysvaltain teollisen valmistuksen potentiaalista .	Barack Obama
McNealy on vankka ajatuksen- ja toimintavapauden kannattaja .	McNealy
Muiden suomalaisten tv-yhtiöiden soisi hyppäävän samaan kelkkaan .	NONE
IDC:n tutkimusjohtaja Fransisco Jeronimo huomautti Twitterissä , että 10 miljoonan myydyn puhelimen raja vuosineljänneksessä kesti Windows Phonella 20 kvartaalia , kun vastaava luku oli iOS:llä 14 ja Androidilla 7 kvartaalia .	Fransisco Jeronimo
Missään vaiheessa ei ole ollut viitteitä , että Rakesh Agrawalin Twitter-tili olisi kaapattu , vaikka tämä vaihtoehto tuli ensimmäisenä mieleen hänen viestejä lukiessaan .	Rakesh Agrawalin
Totta kai !	NONE
Yahoo on tunkemassa itsensä myös Applen Safarin oletusselaimeksi .	NONE
Tähän saakka Gmailiin on päässyt käsiksi sähköpostisovelluksella imap- , smtp- ja pop3-protokollien kautta .	NONE
Tikkasen arvion mukaan hakkeri ohjasi Angrybirds.com-sivustolle pyrkijät sen sijaan toiselle palvelimelle , jonne hakkeri oli pystyttänyt oman muokatun sivustonsa .	Tikkasen
Google Glassin virtuaalilasien myynti loppuu .	NONE
Brendan Eich tunnetaan muun muassa JavaScriptin keksimisestä 1990-luvulla , ja hän on aikaisemmin toiminut voittoa tavoittelemattoman Mozillan teknologiajohtajana .	Brendan Eich
Niiden keskihinta oli 586 euroa , kun kaikkien älypuhelinten keskihinta oli 375 euroa .	NONE
Perustuslakituomioistuimen päätös Turkissa kielletyn Twitterin palauttamiseksi on tuotu käytäntöön , mutta Twitterin tuhoakin julistanut pääministeri Recep Tayyip Erdogan esiintyi yhä uhmakkaana perjantaina .	Recep Tayyip Erdogan
Syrian Electronic Army ( SEA ) on Syyrian presidentti Assadin hallintoa tukeva ryhmä , joka on hakkeroinut viestejään aikaisemmin muun muassa New York Timesin , Twitterin , BBC:n , CNN:n ja Guardianin mediablogeihin .	Assadin
Krzanichin mukaan mobiiliyksikön kuluja leikataan tänä vuonna 800 miljoonalla dollarilla .	Krzanichin
Apple turvautui päivityksen pakkosyöttöön — syynä äsken paljastunut aukko	NONE
Nintendo aikoo myös käynnistää omien osakkeiden takaisinosto-ohjelman .	NONE
Diili Ray-Ban-valmistajan kanssa	NONE
Hyppönen pitää uskottavana Lizard Squadin väitettä siitä , että ryhmällä on hallussaan Malaysian Airlinesin sisäisiä tietoja .	Hyppönen
Ehkä 10 prosentissa tilanteista joutuu näyttämään , että osaa käyttääkin sitä , Hoeffler sanoo tutkimuksesta kirjoittaneelle Science Dailylle .	Hoeffler
Tällä voi alkaa olla merkitystä suuremmassakin mittakaavassa , kun hintaviin Appleihin alkaa kohdistua paineita kahdesta eri suunnasta .	NONE
Sen mukaan Angry Birds tutkii puhelimesta muun muassa paikkatiedot sekä mitä eri palveluiden tilejä sillä käytetään .	NONE
Ruotsalaishakkeri Gustav Nipe nöyryytti perinpohjaisesti turvallisuuteen ja tietoturvaan keskittyvän Rikskonferensen 2015 : Folk och Försvar -konferenssin osallistujia Ruotsin Sälenissä , kertoo ruotsalainen The Local -julkaisu .	Gustav Nipe
Useista Linksysin ja Netgearin sekä joistakin muistakin reitittimistä on löytynyt takaovi , kertoo ranskalainen hakkeri Eloi Vanderbeken .	Eloi Vanderbeken
Hatas havaitsi kummankin haavoittuvuuden 24. marraskuuta .	Hatas
Mainokset , jotka leimataan ” sponsoroiduksi sisällöksi ” , tulevat niin pian kuin käyttäjäkokemus on saatu viilattua kuntoon , Mozillan sisältöpalveluista vastaava Darren Herman kirjoitti yritysblogissa .	Darren Herman
Työryhmä kertoo tekoälykkään Marion järjenjuoksusta oheisella videolla .	Marion
Se voi käyttää olemassa olevia verkkojaan ja se pääsee myös muutamille alueille , joihin Googlella ei ole asiaa kaupungin määräysten vuoksi , Engadget kirjoitti .	NONE
FileZilla huomauttaa , että vastaavia hyökkäyksiä on nähty jo yli vuosikymmenen ajan sitä vastaan .	NONE
Valkoinen talo on esittänyt Nasalle 30 miljoonaa dollaria tilivuodelle 2016 Europa-tehtävän hahmottamiseksi .	NONE
Toistaiseksi on epäselvää , koskeeko ongelma myös uusinta Android 4.4 KitKatia .	NONE
Kaiken kaikkiaan NSA on eri keinoin tunkeutunut muun muassa Kiinan ja Venäjän armeijan sekä Meksikon poliisin ja Euroopan unionin eri kauppainstituutioiden tietokoneisiin , NY Times väittää .	NONE
Krebsin mukaan Lizard Squadin käyttämä haittaohjelma on kömpelö versio viime vuoden alkupuolella löydetystä haitakkeesta .	Krebsin
Krebs on toiminnallaan tietenkin herättänyt myös Lizardin kiinnostuksen ja yhtenä kummallisena seurauksena hänelle tulvii rahalahjoituksia .	Krebs
Intelin mobiiliyksikkö teki loka–joulukuussa 1,1 miljardia dollaria tappiota , mikä nosti koko vuoden tappion 4,2 miljardiin dollariin .	NONE
Microsoftin nykyinen toimitusjohtaja Steve Ballmer ilmoitti elokuussa , että hän jää eläkkeelle tänä vuonna .	Steve Ballmer
— Jostain syystä Lumia ja Windows eivät ihan huippuluokkana yllä , Knuutinen vahvistaa .	Knuutinen
– Salar ja koko Youtube-tiimi on rakentanut jotain hämmästyttävää ... Kuten Salar , myös Susan suhtautuu terveen piittaamattomasti mahdottomaan ja odottaa pääsevänsä parantamaan Youtubea tavoilla , joita ihmiset rakastavat , Googlen pääjohtaja Larry Page sanoi sähköpostissaan Re/codelle .	Salar, Salar, Susan, Larry Page
Vuoti uskoo , että yleiskäsitys tilanteen vakavuudesta saadaan varmasti nopeasti .	Vuoti
Yksi haavoittuvuus antaa hyökkääjälle mahdollisuuden muuttaa iTunesin ohjeikkunassa näkyviä tietoja .	NONE
FBI-johtaja kertoo , miksi Pohjois-Korean syyllisyys Sony Picturesin tietomurtoon näyttää niin selvältä .	NONE
Toinen kriittinen päivitys koskee Windows-käyttöjärjestelmää , mutta ei lainkaan esimerkiksi Windows XP:tä tai Vistaa .	NONE
Muthiyah olisi luultavasti voinut myydä aukon kalliimmalla rikollisille tai käyttää sitä itse vahinkojen aiheuttamiseksi Facebookin käyttäjille .	Muthiyah
Muutamat pankin johtajista pelkäävät , että laaja tietojen luovuttaminen voisi avata Applelle tilaisuuden tunkeutua pankkialalle .	NONE
Wozniak on usein järisyttänyt Apple-faneja kehumalla myös muiden valmistajien tuotteita .	Wozniak
Se uhkaa viedä asian oikeuteen .	NONE
– Nämä ovat erityisesti suojattuja laitteita , joita voidaan käyttää luottamuksellisten tietojen käsittelyyn , kertoo viestintäministeri Nikolai Nikiforov uutistoimistolle .	Nikolai Nikiforov
Microsoftin perustaja Bill Gates otti kantaa myös tekoälyyn Reddit-tuokiossaan aiemmin tällä viikolla .	Bill Gates
Patenttihakemuksen maininta automaattisista ilmoituksista poliisille herättääkin epäilyksiä jälleen uudesta automaattisesta vakoilukeinosta .	NONE
Yksi Brian Krebsin blogin lukija tarttui niin sanottuun Neiti Marple -ilmiöön : Koska Krebs on aina paikalla kertomassa ensimmäisenä uusista korttivarkauksista , hän on varmaan itse syyllinen näihin varkauksiin ?	Brian Krebsin, Krebs
Sovellukset vedetään pois kaupoista samaan aikaan , kun ne lakkaavat toimimasta eli kuun lopussa .	NONE
Morellin mukaan kyse on hyvin pienestä määrästä yksittäistapauksia , joiden seurauksena ihmisiä on saatettu jopa erottaa NSA:sta .	Morellin
Jopa Facebookin varatoimitusjohtaja Sheryl Sandberg on myöntänyt , että on olemassa yhteisöpalvelun käyttäjiä , jotka eivät tiedä olevansa samaan aikaan internetissä .	Sheryl Sandberg
Ja WSJ:n tietojen mukaan juuri tässä Bennettiä pidettiin heikkona .	Bennettiä
Kalifornialaisen Santa Claran yliopiston apulaisprofessori Brian Love uskoo , että Applen korvaukset ovat menneet pitkälti oikeudenkäyntikuluihin .	Brian Love
Hyökkääjän tarvitsee vain liittää esimerkiksi Macbookin Thunderbolt -liitäntään laite , jossa Thunderstrike-haittakoodi on valmiina odottamassa .	NONE
Googlen kääntäjäsovelluksen uusi versio tulee levitykseen tänään .	NONE
"Hänen ja miehensä yhteisellä Twitter-tilillä Raijaa luonnehditaan "" Suomessa syntyneeksi ja Australiassa kasvatetuksi "" ."	Raijaa
Microsoftin edullinen Lumia 535 -puhelin on ollut myynnissä parin viikon ajan .	NONE
Knuutisella on ideoita vieläkin pidemmälle .	Knuutisella
Pitkä jännitys päättyi maanantaina illalla Suomen aikaa .	NONE
Microsoft ilmoitti myös , että Gates jättää hallituspuheenjohtajuuden mutta jatkaa hallituksen teknologisena neuvonantajana .	Gates
Joskus asiat ovat sitä , miltä ne näyttävät .	NONE
The Pirate Bay teki paluun — vaikka perustaja ei halunnut	NONE
Cluley ihmettelee , miten Facebook ei ole vielä poistanut huijausta palvelustaan , vaikka se on jo jonkin aikaa siellä ollut .	Cluley
Microsoft nimittäin huomauttaa , että suosituin alle kahden dollarin hintataso ei lukeudu niihin kolmeen , jotka tuottavat eniten .	NONE
Microsoftin Bill Gates on itsekin huomauttanut äskettäisessä haastattelussa , että yrityksille suunnattu Surface Pro on se malli , joka kasvattaa markkinaosuutta ja jolla on paremmat marginaalit .	Bill Gates
Synchronossin edustaja kiisi Vice-lehdelle , että yhtiöllä olisi ollut mitään yhteyttä NSA:han tai Keith Alexanderiin .	Keith Alexanderiin
Taustalla on kotien yleinen pulma , missä kaikesta päätellen hyvässä paikassa oleva wlan-tukiasema ei sittenkään pysty tarjoamaan nettiyhteyttä sinne , missä sitä eniten tarvitaan .	NONE
Saatoin käyttää kättä pimeässä , Sørensen sanoi .	Sørensen
Edellinen yritys proomulle oli hyvin lähellä täydellistä , mutta raketti tuhoutui hydraulinesteen loppuessa kesken .	NONE
Lisäksi paljastui , että Regin on kaikesta päätellen hyökkäysalusta , jota voivat käyttää useat eri instituutiot eri maissa , käytännössä ilmeisesti niin kutsutun Viiden silmän allianssin kesken , joka koostuu Yhdysvalloista , Isosta-Britanniasta , Kanadasta , Australiasta ja Uudesta-Seelannista .	NONE
Se puolestaan tuo koneelle vanhastaan tutun CTB Locker -kiristäjän , joka salaa uhrin tiedostot aina usb-muisteja ja ulkoisia kiintolevyjä myöten .	NONE
Nettimatkatoimisto Expedia ja verkkojulkaisu Slate kuuluivat ennen Microsoftille .	NONE
Tiettävästi Ricardon vaimo pyysi ja sai takaisin kaikki kahden vuoden aikana Comcastille maksetut rahat .	Ricardon
Cluley muistuttaa , että ongelma oli Yahoon mainosverkostossa , eli haitallisia mainoksia on voitu esittää muuallakin kuin Yahoon verkkosivuilla .	Cluley
Hänen mukaansa muutama kuukausi ei ole Microsoftille kunnollinen aika sulkea aukkoa .	NONE
Hupia Twitterissä aiheuttanut Elon Musk on taas lempipuuhassaan : Vihjaamassa Tesla-autojen tulevaisuudesta .	Elon Musk
Muskin mukaan syynä oli raketin evien käyttämän hydraulinesteen loppuminen .	Muskin
Kairisen mukaan niitä vastaan voi koettaa suojautua esimerkiksi solmimalla etukäteen yhteyksiä eri operaattoreihin , joiden kanssa voi sopia toimintatavoista hyökkäyksen sattuessa .	Kairisen
Yhdessä vaiheessa laitteen myynnin kerrottiin käynnistyvän kesällä Venäjällä .	NONE
Avaa pyyhkäisyllä -patentti , jonka keksijöihin Christie kuuluu , on yksi niistä viidestä , joiden nojalla Apple vaatii Samsungilta 2,2 miljardin dollarin korvauksia .	Christie
Hän sanoi halunneensa antaa Supercellille ohjeita tietoturvasta , mutta toimitusjohtaja ei vastannut hänen sähköpostiinsa .	NONE
Microsoft on päivittänyt iOS-maailman toimisto-ohjelmistonsa niin , että se osaa tallentaa datan myös muiden pilvipalveluihin .	NONE
Hyökkääjät rakensivat pesän kauppaketjun sisäverkkoon	NONE
– Hyödyntämällä 800 megahertsin taajuuskaistaa voimme rakentaa kustannustehokkaasti erittäin nopean laajakaistaverkon maaseudulle ja kattaa paremmin myös kaupunkialueet , Elisan mobiiliverkkopalvelujen johtaja Sami Komulainen sanoo tiedotteessa .	Sami Komulainen
Miten ihmeessä S-ryhmän asiakkaita veloitettiin kahdesti väärin , Nets ?	NONE
– Edulliset ja tehokkaat 4G-puhelimet ovat nousemassa käytännössä koko kansan suosikeiksi , mutta niitä hankitaan aivan erityisesti lasten ja nuorten käyttöön , sanoo DNA Kaupan toimitusjohtaja Sami Aavikko .	Sami Aavikko
Kaikenlaisiin ajoneuvoihin tarkoitettu järjestelmä auttaa niitä ennakoimaan muuttuvia olosuhteita automaattisesti .	NONE
Brendan Eichin nimityksestä syntyi valtava kohu , sillä vuonna 2008 hän tuki homoliitot kieltävää kalifornialaislakialoitetta tuhannen dollarin lahjoituksella .	Brendan Eichin
Snowden : Tällä ehdolla voisin palata Yhdysvaltoihin	Snowden
Mutta siihenkin valmistaudutaan jo .	NONE
Saksalaisen Tubingenin yliopiston tekoälytutkimukseen erikoistunut yksikkö on ottanut koekaniinikseen Nintendon Super Mario World -pelin .	NONE
Terrible accident with pencil !	NONE
Google julkaisi aukot esimerkkikoodin kera , koska niiden raportoinnista Applelle tuli kuluneeksi 90 päivää .	NONE
Työn tuloksena on tekoälyllä varustettu putkimies Mario , joka pystyy tutkijoiden mukaan havainnoimaan ympäristöään sekä oppimaan siitä .	Mario
Robert Scoblen mukaan kukaan ei ole kutsunut ainakaan häntä kusipääksi Glassin käyttämisen vuoksi , vaikka tällainen mielikuva lasien käyttäjistä on kieltämättä hieman syntynyt .	Robert Scoblen
Microsoft suunnittelee datakeskusta myös Suomeen .	NONE
– Evät toimivat äärimmäisen hyvin hypersonisesta nopeudesta alle äänennopeuteen , mutta hydraulineste loppui juuri ennen laskeutumista , Musk selvitti Twitterissä .	Musk
Häirikköhakkeri aikoo rahastaa yritysten it-mokilla	NONE
Lindgaardin mukaan tämä ei muuta asiaa .	Lindgaardin
Ulkomaiset omistukset ovat olleet operaattorin kipupisteitä jo vuosia .	NONE
Mingin mukaan Apple julkaisi kesäkuussa uuden nykyistä halvemman iMac-pöytäkoneen .	Mingin
Sen sijaan Galaxy S6:ssa olisi kosketukseen perustuva tunnistin .	NONE
Suunnittelujohtaja Gabe Aul kirjoitti blogissa , että jakoon tullut versio on varhaisin koskaan julkistettu Windowsin puhelinkäyttöjärjestelmä .	Gabe Aul
Myös NSA kieltäytyi kommentoimasta .	NONE
Ilmatieteen laitos toimitti siihen muun muassa komeetan vesipitoisuutta mitanneen tiedelaitteen ja Philaen massamuistiyksikön .	NONE
Osakekohtaisesta tarjouksesta 83 dollaria oli käteistä ja 49 dollaria maksettaisiin Charterin osakkeilla .	NONE
– Kaikki vakoilu ei ole pahasta , sanoi Edward Snowden torstai-iltana pidetyssä verkon kysy ja vastaa -sessiossa .	Edward Snowden
– Kadumme syvästi ja olemme hyvin pahoillamme , että joidenkin asiakkaidemme maksukortteja käytettiin väärin sen jälkeen , kun niillä oli tehty ostoksia liikkeissämme , Neiman Marcusin pääjohtaja Karen Katz toteaa .	Karen Katz
Pohjalla olevan Linux-jakelun valikoituminen ei ollut kuitenkaan itsestään selvää .	NONE
Wilsonin Union Square Ventures mainitsee Twitterin yhtenä nykyisistä sijoituskohteistaan .	Wilsonin
Tässä ei kuitenkaan ole tapahtunut muutosta , Atean asiantuntija Pete Nieminen sanoo tiedotteessa .	Pete Nieminen
Kasvaneet ulkomitat eivät tee siitä vielä liian kömpelöä käsitellä , mutta yhdellä kädellä piteleminen alkaa jo vaikeutua .	NONE
Myöhemmin veljekset luopuivat kilpailukieltosopimuksesta ja Mukesh palasi telealalle .	Mukesh
Spencerin mukaan idea ilman levyasemaa toimivasta konsolista oli harkinnassa jopa vielä viime vuoden puolivälissä , eli vain kuukausia ennen syksyn julkaisua .	Spencerin
Sillä saa laadittua itselleen näppärästi päivätavoitteet , ja Fit antaa väliaikatietoja etenemisestä .	NONE
Palvelun kirjautumissivulla on vit sailtu Brian Krebsin kustannuksella .	Brian Krebsin
Kenties heiltä kantautui painava pyyntö Gmail-eston löysäämiseksi .	NONE
Sopimuksen perusteella työnantajat eivät saa painostaa työntekijöitään lukemaan työviestejä vapaa-ajallaan , kertoo brittilehti The Guardian .	NONE
Niillä sekä tiivistetään kaupunkien verkkopeittoa että laajennetaan peittoa kaupungeista ulospäin .	NONE
NSA ei kohdista tekstiviestien seurantaa yksilöityihin epäiltyihin , vaan sieppaa tekstiviestit myös sellaisilta henkilöiltä , joita ei epäillä mistään , kirjoittaa The Guardian , joka työsti Snowdenin toimittamaa materiaalia yhdessä brittikanava Channel 4:n kanssa .	Snowdenin
Sen painamisen jälkeen aukenee pomppuikkuna , joka näyttää listan kotiverkossa olevilta Chromecasteista ja kysyy , millä niistä sisältö pitäisi toistaa .	NONE
– Toivomme , että vieläkin enemmän käyttäjäpalautetta sisällytetään hiottuun kuluttajatuotteeseen ennen julkaisua .	NONE
Google on aina pitänyt tuon sivun neitseellisessä tilassa , Googlea oikeudessa edustanut Patrice Spinosi sanoi Wall Street Journalin mukaan .	Patrice Spinosi
Pelottava on sen sijaan silmäanturi , joka Scoblen lennokkaissa visioissa voisi jopa hälyttää vaimolle , jos mies katselee väärää naista liian pitkään .	Scoblen
Muotoilu jättää sijaa tulkinnalle .	NONE
Kännyköiden osalta vuosi ( ja samalla koko taru ) päättyi romahdukseen .	NONE
Marraskuisen huhun mukaan Apple olisi yrittänyt saada kellon kauppoihin jo 14. helmikuuta mennessä .	NONE
Komissio katsoi myös , että Apple on ollut valmis lisensoimaan Motorolan teknologiaa saksalaisoikeuden asettamilla ehdoilla .	NONE
Venuksen pinnalle lähetetyistä luotaimista pisimpään polttavassa kuumuudessa on selviytynyt neuvostoliittolainen Venera 13 , joka kesti 127 minuuttia vuonna 1982 .	NONE
Niiden lataaminen ei ole kuitenkaan poistanut mainoshaittaohjelmaa .	NONE
Nimityksestä kertoneen Mozilla Blogin mukaan Beardia oli kaavailtu Mozilla Corporationin hallitukseen jo ennen Eich-kohua .	Beardia
Suunnitelmista lähteä tutkimaan jäistä Europaa kertoi Nasan johtaja Charles Bolden vuotuisessa State of Nasa -puheessaan .	Charles Bolden
Marcon mukaan haavoittuvuus koskee Androidin perussähköpostin versiota 4.2.2.0200 ja ilmeisesti myös sitä vanhempia versioita .	Marcon
F-Securen toimitusjohtaja Christian Fredrikson sanoi kertoi viikolla Digitodaylle F-Securen vastaavan toistaiseksi palvelun ylläpidosta .	Christian Fredrikson
Ohjelmistokehittäjä Mozilla Corporationin uuden pääjohtajan Brendan Eichin ympärillä kuohuu edelleen .	Brendan Eichin
Dropboxin katoaminen säikäytti 200 miljoonaa käyttäjää	NONE
Microsoftin käyttämä salaustekniikka on murrettu jo aikaisemmin .	NONE
Kaikkiaan myyntiin tulee vajaat 300\_000 neliömetriä .	NONE
Parkinin keksinnöt ovat nanoteknologiaa ja pohjautuvat magnetovastusta hyödyntävään ohutkalvotekniikkaan ja GMR-ilmiöön , joka pohjautuu siihen .	Parkinin
Lizard Squad on myös hyökännyt Brian Krebsin verkkosivuja vastaan ruuhkauttaen ne välillä pimentoon .	Brian Krebsin
Mutta se ei riittänyt pitämään CGI:tä mukana kuvioissa .	NONE
Haittaohjelman löysi McAfee-tietoturvayhtiö yhdessä Darmstadtin teknisen korkeakoulun tietoturvatutkijoiden kanssa .	NONE
– On selvää , ettei Brendan voi johtaa tässä tilanteessa , sanoi Mozilla-säätiön päätoiminen hallituksen puheenjohtaja Mitchell Baker Re/coden haastattelussa .	Brendan, Mitchell Baker
Ennen kuin virhe huomattiin niin viisi henkilöä ehti kirjautua sisälle , Aller Median Väyrynen sanoo .	Väyrynen
Suorittimet pidetään viileinä upottamalla ne nesteeseen .	NONE
Kortti ei lukitu paikalleen mitenkään , ja pari kertaa puhelinta vaihtaessa se ei mennyt kohdalleen , vaikka äänenvoimakkuusnäppäin painuikin kohdalleen .	NONE
Microsoft myös siisti hieman aikaisempia tietoturvapäivityksiään julkaisemalla esimerkiksi uusiksi viime vuoden päivityksen MS13-081 Windows 7 Service Pack 1:lle ( SP1 ) ja Windows Server 2008 R2 SP1:lle .	NONE
Liittovaltion tuomari kumosi Microsoftin valituksen .	NONE
– Korjausaineistot on lähetetty korttien liikkeellelaskijapankeille , ja hyvitystapahtumat näkyvät kortinhaltijoiden tileillä pääosin jo tänäään , Netsin varatoimitusjohtaja Petri Carpén kertoo tiedotteessa .	Petri Carpén
Edward Snowdenin alulle paneman NSA-skandaalin yksi juonne paljasti tiedusteluviraston takaoven toisen tietoturvayhtiön RSA:n tuotteesta .	Edward Snowdenin
Hän ymmärtää joidenkin olevan edelleen skeptisiä hänen suhteensa , mutta Eich pyytää saada aikaa pönkittääkseen sanansa teoilla .	Eich
McAfeen tutkija ei silti usko , että haittaohjelma on jonkinlainen kosto eteläkorealaisille , jotka haluavat katsoa Pohjois-Koreaa pilkkaavan elokuvan .	NONE
""" Pedro Willsonin "" kanssa sohvakauppa olisi todennäköisesti edennyt seuraavasti ."	""" Pedro Willsonin """
Sailfish-käyttöjärjestelmä uudistuu merkittävästi alkaneena vuonna , suomalainen Jolla ennakoi .	NONE
Osittain ongelma on sovelluskohtainen .	NONE
Nyt yhtiö tekee mahdollisesti vieläkin aiempaa suuremman irtioton : Microsoftin päälakimies Brad Smith sanoo Financial Timesin ( FT ) haastattelussa , että yhtiö aikoo antaa ulkomaisille asiakkailleen mahdollisuuden tietojensa säilömiseen USA:n ulkopuolelle .	Brad Smith
Mozillan ensimmäinen Firefox-tabletti ei teknisten tietojen perusteella ole mikään tehohirmu , mutta tarvitseeko sen ollakaan ?	NONE
Tähän ongelmaan pureutuva Googlen Chromecast on odotettu laite .	NONE
Google Glass -ohjelman johdossa jatkaa Ivy Ross , joka raportoi Nestin toimitusjohtajalle Tony Fadellille , kertoo BBC .	Ivy Ross, Tony Fadellille
NIST-F2:n pääsuunnittelijan Steven Jeffertsin mukaan atomikellojen 60-vuotinen historia on osoittanut , että aina kun ajan mittausta saadaan tarkennettua , joku keksii uuden käyttötarkoituksen sille .	Steven Jeffertsin
Elon Muskin johtama avaruusyritys SpaceX on laukaisemassa puolenyön jälkeen Suomen aikaa raketin .	Elon Muskin
Strategia , rahankäyttö ja toimitusjohtaja on nimetty , Siilasmaa sanoi Nokian tiedotustilaisuudessa Espoon Karaportissa , yhtiön uudessa pääkonttorissa .	Siilasmaa
Tuoreimpien kiinalaislukujen mukaan maassa on 557 miljoonaa mobiili-internetin käyttäjää .	NONE
Blogin mukaan Project Zeron löytämistä haavoittuvuuksista on paikattu tähän mennessä 154 .	NONE
Brookstone on elektroniikka- ja hyvinvointituotteisiin erikoistunut ketju .	NONE
Suomen suojautuminen heikkoa	NONE
"Ohjelmistoyhtiö Microsoft joutui vaihteeksi syytetyksi NSA-vakoilun sijaan Kiinan myötäilemisestä maan kuuluisan "" suuren palomuurin "" eli verkkosensuurin toteuttamisessa ."	NONE
Paljon kohua herätti tapaus , jossa nollapäiväpoliisi ilmiantoi Microsoftin haavoittuvuudesta , johon oli tulossa korjaus kaksi päivää takarajan päättymisen jälkeen julkaistavassa korjauspäivityksessä .	NONE
Lennokin omistajan Warren Abramsin mukaan videokuvasta on selvää , ettei lennokki varsinaisesti osunut urheilijaan , vaan pelästytti tämän .	Warren Abramsin
Näin arvioi itsenäinen puhelinalan analyytikko Richard Windsor blogissaan .	Richard Windsor
Monet pienet amerikkalaisliikkeet ovat kuitenkin haluttomia uusimaan maksupäätteitään , joten nfc-pohjaisiin maksujärjestelmiin jää suuria aukkoja .	NONE
Symantecin väliaikaiseksi pääjohtajaksi nimitettiin hallituksen jäsen Michael Brown .	Michael Brown
Yleinen kritiikin aihe on ollut suomalaisen sisällön vähyys , mutta Evers toistaa aiemman näkemyksensä , jonka mukaan suomalaisilla on paljon mahdollisuuksia saada kotimaista sisältöä muista lähteistä .	Evers
Sen seurauksena F-Securen tutkimusjohtaja Mikko Hyppönen peruutti protestina kaiken osallistumisensa RSA:n helmikuiseen konferenssiin .	Mikko Hyppönen
– Galapagos viisi tähteä , munuaiskivet nolla tähteä , Bezos totesi medialle antamassaan lausunnossa .	Bezos
Nokian liikevaihto jäi vuodentakaista pienemmäksi .	NONE
Toivosen mukaan suurin osa oli netissä tehtyjä korttipetoksia , joiden määrä on viiden viime vuoden aikana tuplaantunut .	Toivosen
— Voittosuhde on hyökkääjän kannalta hyvä .	NONE
Ihan oikeasti , Musk vakuutti .	Musk
Krebsin mukaan teippi ei edes estä useimpia skimmauksia , jotka onnistuvat pumppujen teetetyillä yleisavaimilla .	Krebsin
Digitoday otti ensituntuman laitteeseen , kun Yota Devicesin operatiivinen johtaja Lau Geckler kävi Suomessa .	Lau Geckler
Steiber listaa mielellään uusia ominaisuuksia : uusi html5-pohjainen toisto-ohjelma Linux-laitteille , Imdb-tietokantaan perustuvat arviot ja uusitut suosittelumekanismit .	Steiber
— Pääosa puhelimen laitteistosta on kehitetty Oulussa , ohjelmistoa taas Moskovassa , kertoo Digitodaylle Jukka Hekkala , joka on lähes kahden vuoden ajan työskennellyt R&D-johtajana yhtiön Oulun tutkimuskeskuksesta .	Jukka Hekkala
Carpénin mukaan virheitä ei edeltänyt mikään merkittävä muutos prosesseissa .	Carpénin
Lähteekö Blackberry jopa Obaman kädestä ?	Obaman
Parannamme toimintaamme .	NONE
Uuden väen palkkaaminen johti jatkuvaan organisaatiomuutokseen , jossa vastuut jäivät epäselviksi .	NONE
